num,word,part,ch,lv
1,aboard,adv.,在船(車、飛機)上；上船(車、飛機),3
2,acceptable,adj.,可以接受的；可承受的,3
3,accident,n.,意外事件,3
4,account,n.,帳戶；帳目,3
5,accurate,adj.,正確的；準確的,3
6,accurately,adv.,精確地；準確地,3
7,achieve,v.,達成；成就,3
8,achievement,n.,達成；成就,3
9,activity,n.,活動,3
10,actual,adj.,真實的；實際的,3
11,actually,adv.,實際上；居然,3
12,additional,adj.,添加的；額外的,3
13,admire,v.,佩服；欣賞,3
14,admit,v.,承認；准許入場,3
15,adopt,v.,採用；收養,3
16,advanced,adj.,高級的；先進的,3
17,advantage,n.,益處；優勢,3
18,adventure,n.,冒險；奇遇,3
19,advertisement,n.,廣告,3
20,advice,n.,建議；忠告,3
21,advise,v.,建議,3
22,adviser,n.,顧問,3
23,affect,v.,影響；使震撼,3
24,afford,v.,負擔得起；有足夠的…去做…,3
25,agriculture,n.,農業,3
26,amaze,v.,使驚訝,3
27,amazing,adj.,令人驚奇的,3
28,ambassador,n.,使節；代表,3
29,ambition,n.,雄心；抱負,3
30,angle,n.,角度；立場,3
31,announce,v.,宣佈,3
32,announcement,n.,發表；聲明,3
33,apparently,adv.,明顯地,3
34,appeal,n.,懇求；吸引力,3
35,appreciate,v.,讚賞；感激,3
36,approach,n.,接近；方法,3
37,approve,v.,贊成；同意,3
38,arrival,n.,到達；抵達,3
39,aside,adv.,在旁邊,3
40,assist,v.,幫助；協助,3
41,attempt,n.,企圖；攻擊,3
42,attitude,n.,態度；看法,3
43,attract,v.,吸引,3
44,attractive,adj.,吸引人的；誘人的,3
45,audience,n.,聽眾；讀者,3
46,automatic,adj.,自動的,3
47,automatically,adv.,自動地,3
48,available,adj.,可取得的；有空的,3
49,average,v.,平均…；通常…,3
50,awake,v.,醒來；喚醒,3
51,award,n.,獎品；獎賞,3
52,aware,adj.,知道的；覺察的,3
53,awareness,n.,意識,3
54,awful,adj.,可怕的；極糟的,3
55,background,n.,背景,3
56,bacteria,n.,細菌(bacterium的複數),3
57,badly,adv.,差；嚴重地,3
58,badminton,n.,羽毛球,3
59,baggage,n.,行李,3
60,balance,n.,平衡；天秤,3
61,bare,adj.,赤裸的；空的,3
62,barely,adv.,勉強地；幾乎不,3
63,barrel,n.,大桶,3
64,behave,v.,行為；使守規矩(oneself),3
65,benefit,v.,有益於…,3
66,billion,n.,十億；龐大的數目(billionsof…),3
67,blame,n.,責備；指責,3
68,blanket,n.,毯子；覆蓋層,3
69,bleed,v.,流血；勒索,3
70,bless,v.,保佑；使有幸得到,3
71,blouse,n.,女用上衣,3
72,boot,n.,長靴；用靴子踢,3
73,border,n.,花邊；邊境,3
74,bored,adj.,厭倦的；厭煩的,3
75,boring,adj.,無聊的,3
76,breath,n.,呼吸,3
77,breathe,v.,呼吸；喘氣,3
78,breeze,n.,微風；容易的事情,3
79,bride,n.,新娘,3
80,brilliant,adj.,明亮的；傑出的,3
81,bubble,n.,泡沫；氣泡,3
82,budget,n.,預算,3
83,buffet,v.,連續打擊,3
84,bullet,n.,子彈；槍彈,3
85,bunch,n.,串；束,3
86,burden,n.,重擔；沈重的責任,3
87,burglar,n.,破門竊盜者,3
88,bury,v.,埋葬；埋藏,3
89,cabin,n.,小屋；機艙,3
90,campus,n.,校園,3
91,capable,adj.,有能力的；有才幹的,3
92,capital,n.,首都；資本,3
93,capture,v.,逮捕；脅持,3
94,cast,v.,投擲；拋,3
95,casual,adj.,休閒的；漫不經心的,3
96,celebrate,v.,慶祝；頌揚,3
97,chain,n.,鏈；連鎖店,3
98,challenge,n.,挑戰；艱鉅的事,3
99,champion,n.,冠軍；優勝者,3
100,channel,n.,海峽；水管,3
101,chapter,n.,章；重要時期,3
102,charm,n.,吸引力；護身符,3
103,charming,adj.,很迷人的；很可愛的,3
104,chat,v.,閒談；聊天,3
105,cheek,n.,臉頰；擁擠,3
106,chew,v.,咀嚼；深思,3
107,childhood,n.,兒童時期；童年,3
108,chilly,adj.,寒冷的；冷淡的,3
109,choke,v.,使…呼吸困難；阻塞,3
110,cigarette,n.,香菸,3
111,circus,n.,馬戲團；馬戲表演,3
112,civil,adj.,市民的；國內的,3
113,classical,adj.,古典的,3
114,click,v.,發出喀嚓聲；(用滑鼠)點擊,3
115,client,n.,委託人；客戶,3
116,clinic,n.,診所,3
117,clue,n.,線索,3
118,collection,n.,收集,3
119,college,n.,學院；大學,3
120,colony,n.,殖民地；(生活在同一地方的動物或植物的)群體,3
121,column,n.,(報紙的)欄；圓柱狀物體,3
122,combine,v.,結合；聯合,3
123,comfort,n.,舒適；安慰,3
124,command,v.,命令,3
125,commercial,adj.,商業(上)的,3
126,committee,n.,委員會,3
127,communicate,v.,傳達；溝通,3
128,comparison,n.,比較；比喻,3
129,compete,v.,競爭,3
130,complaint,n.,發牢騷；抱怨,3
131,complex,n.,大樓,3
132,concern,n.,擔心，關心,3
133,concert,n.,音樂會；一致,3
134,conclusion,n.,結論；結束,3
135,condition,n.,狀況；健康狀況,3
136,confident,adj.,充滿信心的；有自信的,3
137,confuse,v.,把…弄糊塗；混淆,3
138,connect,v.,連結；使有關係,3
139,connection,n.,連結；關係,3
140,consciousness,n.,知覺；意識,3
141,considerable,adj.,相當大的,3
142,considerably,adv.,相當地；非常地,3
143,consideration,n.,仔細考慮；酬金,3
144,constant,adj.,不變的；不停的,3
145,constantly,adv.,不斷地；經常地,3
146,continent,n.,大陸,3
147,contract,n.,契約,3
148,couch,n.,沙發,3
149,coward,n.,懦夫,3
150,crash,v.,撞擊,3
151,crawl,v.,爬行；緩行,3
152,creative,adj.,有創意的；創作的,3
153,creature,n.,生物；動物,3
154,creep,v.,爬行；悄悄地移動,3
155,crew,n.,全體工作人員,3
156,criminal,adj.,犯罪的；錯誤的,3
157,crown,n.,王冠；皇冕,3
158,cultural,adj.,文化的,3
159,current,adj.,現今的；目前的,3
160,currently,adv.,目前；現今,3
161,cycle,n.,週期；自行車,3
162,dairy,adj.,牛奶的；乳製的,3
163,dealer,n.,商人,3
164,decade,n.,十年,3
165,definition,n.,釋義；限定,3
166,delivery,n.,遞送,3
167,democracy,n.,民主國家；民主作風,3
168,democratic,adj.,民主政治的；民主的,3
169,deposit,v.,存錢；沈積,3
170,description,n.,描述；描寫,3
171,designer,n.,設計師,3
172,desirable,adj.,值得擁有的；令人嚮往的,3
173,destroy,v.,破壞；毀滅,3
174,detail,n.,細節,3
175,determine,v.,決定；決心,3
176,dialogue,n.,對話；對白,3
177,diet,n.,飲食；食物,3
178,diligent,adj.,用功的；勤勉的,3
179,dine,v.,用餐,3
180,dirt,n.,泥土；醜聞,3
181,disappointment,n.,失望；令人失望的事物,3
182,discount,n.,折扣；不全信,3
183,discovery,n.,發現,3
184,disease,n.,病；疾病,3
185,dislike,v.,不喜歡；討厭,3
186,domestic,adj.,家庭的；國內的,3
187,doubtful,adj.,懷疑的,3
188,drain,v.,使流出；耗費大筆金錢,3
189,dramatic,adj.,戲劇的；戲劇性的,3
190,due,adj.,預期的；由於(to),3
191,eager,adj.,渴望的,3
192,edition,n.,版本,3
193,editor,n.,編輯,3
194,educate,v.,教育,3
195,educational,adj.,教育的；有教育意義的,3
196,efficient,adj.,效率高的,3
197,elderly,adj.,年長的,3
198,election,n.,選舉,3
199,electric,adj.,電的；令人興奮的,3
200,electrical,adj.,和電有關的,3
201,electricity,n.,電力,3
202,electronic,adj.,電子的；電子工程的,3
203,emergency,n.,緊急狀況,3
204,emperor,n.,皇帝,3
205,emphasize,v.,強調；著重,3
206,employ,v.,雇用,3
207,employment,n.,職業；工作,3
208,employee,n.,受僱者；員工,3
209,employer,n.,雇主,3
210,empty,adj.,空的；無人的,3
211,enable,v.,使能夠,3
212,energetic,adj.,精力充沛的；熱心的,3
213,engage,v.,雇用；吸引,3
214,engagement,n.,婚約,3
215,engine,n.,引擎,3
216,engineer,n.,工程師；功臣,3
217,entry,n.,進入；入口處,3
218,environmental,adj.,環境的,3
219,envy,n.,嫉妒；羨慕的對象,3
220,erase,v.,刪除；抹滅,3
221,escape,v.,逃跑,3
222,evil,adj.,邪惡的；很糟的,3
223,exchange,v.,交換,3
224,exhibition,n.,展覽；展現,3
225,existence,n.,存在；生存,3
226,exit,n.,出口；逃生門,3
227,expectation,n.,期待；預期,3
228,expense,n.,費用；支出,3
229,experiment,n.,實驗；試驗,3
230,explode,v.,使…爆炸；爆發,3
231,export,v.,輸出；出口,3
232,expression,n.,表示；表情,3
233,extreme,adj.,極端的；極度的,3
234,extremely,adv.,非常；極度地,3
235,fable,n.,寓言,3
236,factor,n.,因素,3
237,fade,v.,褪色；漸漸消失,3
238,faint,adj.,微弱的；微小的,3
239,faith,n.,信任；相信,3
240,fake,adj.,假的；虛假的,3
241,familiar,adj.,熟悉的；常見的,3
242,fancy,n.,幻想；愛好,3
243,fashion,n.,方法；流行,3
244,fashionable,adj.,流行的；時尚的,3
245,fasten,v.,繫緊；釘牢,3
246,fate,n.,命運,3
247,faucet,n.,水龍頭,3
248,feather,n.,羽毛,3
249,feature,n.,相貌；特色,3
250,file,n.,檔案；卷宗,3
251,flame,n.,火焰；燃燒,3
252,flavor,n.,味道；風味,3
253,flesh,n.,肌膚；肉,3
254,float,v.,漂浮；使…漂浮在水面上,3
255,fold,v.,對折；包裹,3
256,follower,n.,擁護者；追隨者,3
257,fond,adj.,喜愛的；深情的,3
258,fortune,n.,財富；運氣,3
259,found,v.,創立；建立,3
260,fountain,n.,噴水池；泉源,3
261,freeze,v.,結冰；凍僵,3
262,frequent,adj.,時常發生的；頻繁的,3
263,frequently,adv.,時常；經常,3
264,friendship,n.,友情,3
265,frustrate,v.,使受挫；阻撓,3
266,fry,v.,用油煎,3
267,fund,n.,資金；基金,3
268,furniture,n.,傢俱,3
269,gamble,v.,賭博；冒險,3
270,gang,n.,一群混混或罪犯,3
271,gap,n.,裂縫；縫隙,3
272,gasoline,n.,汽油,3
273,gesture,n.,姿勢；手勢,3
274,glance,v.,匆匆的一瞥；掃視,3
275,global,adj.,全球的,3
276,glory,n.,光榮；榮耀,3
277,glow,v.,發光,3
278,gossip,n.,流言；好談論是非的人,3
279,governor,n.,州長；地方行政長官,3
280,grab,v.,抓住；把握,3
281,gradual,adj.,逐漸的；(斜坡)平緩的,3
282,graduate,v.,畢業；授予學位,3
283,grain,n.,榖類；少量,3
284,grasp,v.,緊抓住；理解,3
285,greenhouse,n.,溫室,3
286,grin,v.,露齒而笑,3
287,grocery,adj.,食品雜貨的,3
288,guidance,n.,指導；教導,3
289,guide,v.,引導,3
290,gym,n.,體育館；體育,3
291,harbor,n.,港口；海港,3
292,harm,v.,損傷；傷害,3
293,harmful,adj.,有害的,3
294,harvest,n.,收割；收穫,3
295,hatch,v.,孵化；密謀,3
296,headline,n.,大標題,3
297,heal,v.,治癒,3
298,heaven,n.,天堂；上帝,3
299,heel,n.,腳踝,3
300,helmet,n.,安全帽,3
301,hesitate,v.,猶豫；遲疑,3
302,hike,v.,健行；踏青,3
303,hint,n.,暗示,3
304,historian,n.,歷史學家,3
305,historic,adj.,歷史上有重大意義的,3
306,hollow,v.,挖空,3
307,holy,adj.,神聖的,3
308,honesty,n.,誠實,3
309,honor,n.,名聲；光榮之事或人,3
310,horn,n.,角,3
311,horrible,adj.,可怕的；很糟的,3
312,horror,n.,恐怖；令人害怕的東西,3
313,humorous,adj.,有幽默感的；幽默的,3
314,ideal,n.,理想；典範,3
315,identity,n.,身份,3
316,ignorance,n.,無知,3
317,image,n.,形象；影像,3
318,imagination,n.,想像力；想像,3
319,immediate,adj.,立即的；首要的,3
320,immediately,adv.,立刻；馬上,3
321,import,n.,輸入；進口品,3
322,impress,v.,使…印象深刻,3
323,impressive,adj.,令人難忘的；感人的,3
324,impression,n.,印象,3
325,individual,adj.,個別的；特別的,3
326,individually,adv.,個別地,3
327,industrial,adj.,產業的；工業的,3
328,inferior,adj.,次等的；較差的,3
329,inform,v.,通知；告知,3
330,injure,v.,使受傷；傷害,3
331,injury,n.,傷害,3
332,innocent,adj.,無罪的；無辜的,3
333,inspect,v.,檢查；檢驗,3
334,instead,adv.,代替；取代,3
335,instruction,n.,命令；指示(pl.),3
336,interrupt,v.,打斷,3
337,introduction,n.,介紹,3
338,investigate,v.,調查；探究,3
339,jail,n.,監獄,3
340,jealous,adj.,嫉妒的,3
341,jet,n.,噴射；噴射機,3
342,jewelry,n.,珠寶,3
343,journal,n.,日誌；期刊,3
344,journalist,n.,新聞記者,3
345,journey,n.,旅行,3
346,jungle,n.,叢林,3
347,junk,n.,垃圾,3
348,justice,n.,公平；正義,3
349,knit,v.,編織,3
350,label,v.,貼標籤,3
351,latter,adj.,後者的；後面的,3
352,laughter,n.,笑,3
353,laundry,n.,待洗的衣物,3
354,leap,v.,跳；迅速地移動,3
355,leather,n.,皮革；皮衣(pl.),3
356,leisure,n.,休閒,3
357,lens,n.,鏡片,3
358,liberal,adj.,開放的；充足的,3
359,liberty,n.,自由,3
360,lifeguard,n.,救生員,3
361,load,n.,負荷；裝載量,3
362,lobby,n.,遊說團體；大廳,3
363,loose,adj.,釋放的；自由的,3
364,lung,n.,肺,3
365,magical,adj.,有魔力的；迷人的,3
366,magnet,n.,磁鐵；有吸引力的人或物,3
367,major,adj.,較大的；主要的,3
368,majority,n.,大多數,3
369,manage,v.,經營；管理,3
370,manager,n.,經理,3
371,mankind,n.,人類,3
372,manners,n.,禮貌,3
373,marble,n.,大理石；彈珠,3
374,march,v.,行軍；快步走,3
375,marvelous,adj.,令人驚嘆的；出色的,3
376,mathematics,n.,數學,3
377,mature,adj.,成熟的,3
378,mayor,n.,市長,3
379,meaningful,adj.,意味深長的；有意義的,3
380,meanwhile,adv.,在這段期間；同時,3
381,medal,n.,獎章；獎牌,3
382,medical,adj.,醫學的；內科的,3
383,medium,n.,媒體；中等尺寸,3
384,melt,v.,融化,3
385,membership,n.,會員；會員地位,3
386,memorize,v.,記住；記憶,3
387,mental,adj.,心理的；精神的,3
388,mention,v.,提到,3
389,merchant,n.,商人,3
390,mess,n.,一團亂；困境,3
391,minor,adj.,較小的,3
392,minority,n.,少數,3
393,miracle,n.,奇蹟,3
394,misery,n.,悲慘,3
395,missile,n.,導彈；飛彈,3
396,missing,adj.,失蹤的；不見的,3
397,mission,n.,任務,3
398,mixture,n.,混合；混合物,3
399,mobile,adj.,移動式的；流動的,3
400,moist,adj.,潮濕的；濕潤的,3
401,moisture,n.,潮濕,3
402,mood,n.,心情,3
403,moral,adj.,道德(上)的,3
404,motel,n.,汽車旅館,3
405,motor,n.,馬達；發動機,3
406,murder,v.,殺人；謀殺,3
407,muscle,n.,肌肉,3
408,mystery,n.,謎；難以理解的事物,3
409,native,adj.,本國的；本土的,3
410,navy,n.,海軍,3
411,necessity,n.,必要性；必需品,3
412,neighborhood,n.,鄰近地區,3
413,nerve,n.,神經；焦慮(pl.),3
414,nervous,adj.,神經的；焦躁不安的,3
415,noble,adj.,崇高的:貴族的,3
416,normal,adj.,標準的；正常的,3
417,normally,adv.,正常來說；通常,3
418,observe,v.,觀察；注意到,3
419,obvious,adj.,明白的；顯而易見的,3
420,obviously,adv.,顯然地,3
421,occasion,n.,良機；場合,3
422,odd,adj.,奇怪的；奇數的,3
423,operator,n.,操作者；接線生,3
424,operate,v.,動手術；運轉,3
425,operation,n.,操作；手術,3
426,opportunity,n.,機會；時機,3
427,opposite,prep.,在…的對面,3
428,optimistic,adj.,樂觀的,3
429,origin,n.,起源；出身(pl.),3
430,originate,v.,發源於；來自,3
431,original,adj.,原來的；原作的,3
432,originally,adv.,起初；原來,3
433,orphan,n.,孤兒,3
434,outer,adj.,外面的；外側的,3
435,outline,n.,輪廓；摘要,3
436,owe,v.,欠(債等)；把…歸功於,3
437,ownership,n.,所有權,3
438,palace,n.,皇宮,3
439,panic,n.,恐慌,3
440,parade,n.,行列；遊行,3
441,paradise,n.,伊甸園；天堂般的地方,3
442,participate,v.,參加；參與(in),3
443,passage,n.,經過；走廊,3
444,passion,n.,激情；熱情,3
445,patience,n.,耐心,3
446,pause,v.,暫停；停下,3
447,pavement,n.,人行道；鋪過的道路,3
448,peak,n.,山頂；尖端,3
449,perform,v.,做手術；演出,3
450,performance,n.,表現；表演,3
451,permission,n.,允許；許可,3
452,permit,v.,允許；准許,3
453,personality,n.,個性；性格,3
454,persuade,v.,說服；說服而使相信,3
455,plastic,adj.,塑膠製的；人工的,3
456,plenty,n.,豐富；大量,3
457,plug,n.,塞子；插頭,3
458,political,adj.,政治(上)的,3
459,politician,n.,政治家；政客,3
460,politics,n.,政治學；政治,3
461,poll,n.,投票數；民調,3
462,pollute,v.,污染；玷污,3
463,portion,n.,一部分；(食物的)一份,3
464,portrait,n.,肖像；描繪,3
465,postage,n.,郵資,3
466,postpone,v.,延期；擱置,3
467,pour,v.,倒；大量投入,3
468,poverty,n.,貧窮；缺乏,3
469,powder,n.,粉；化妝用粉,3
470,practical,adj.,實際的；實用的,3
471,prayer,n.,祈禱；禱告,3
472,precious,adj.,珍貴的；珍愛的,3
473,preparation,n.,準備,3
474,pressure,n.,壓力,3
475,pretend,v.,假裝；裝作,3
476,prevent,v.,妨礙；預防,3
477,previous,adj.,之前的,3
478,priest,n.,神職人員；牧師,3
479,primary,adj.,主要的；初級的,3
480,probable,adj.,可能有的；可能發生的,3
481,probably,adv.,可能,3
482,process,n.,過程；進行,3
483,product,n.,產品；成果,3
484,profit,n.,獲利；好處,3
485,program,n.,電腦程式；節目,3
486,promote,v.,使(學生)升級；促進,3
487,proof,n.,證據；證明,3
488,proper,adj.,適當的；適宜的,3
489,property,n.,財產；資產,3
490,proposal,n.,求婚；提案,3
491,protection,n.,保護；防護物,3
492,purely,adv.,完全地；全然,3
493,pursue,v.,追捕；追求,3
494,quarrel,n.,吵架；反對的理由,3
495,quote,v.,引用；引述,3
496,racial,adj.,民族的；種族的,3
497,radar,n.,雷達,3
498,rank,n.,階級；橫排,3
499,rate,n.,比率；費用,3
500,raw,adj.,生的；未加工的,3
501,react,v.,反應；反對(against),3
502,reaction,n.,反抗；反應,3
503,receipt,n.,收到；收據,3
504,recognize,v.,正式承認；認得,3
505,recover,v.,恢復健康；使恢復原狀,3
506,reduce,v.,減輕；減少,3
507,regional,adj.,區域性的；當地的,3
508,regret,v.,後悔；為…感到抱歉,3
509,relate,v.,使…有關聯；使…有親戚關係,3
510,relax,v.,放鬆,3
511,release,v.,放開；釋放,3
512,reliable,adj.,可靠的；可信賴的,3
513,relief,n.,減輕；放鬆,3
514,religion,n.,宗教,3
515,,,,3
516,rely,v.,信賴；依靠(on),3
517,remain,v.,保持；停留在…,3
518,remind,v.,提醒；使想起(of),3
519,remote,adj.,(距離或是時間上)遙遠的,3
520,remove,v.,除去；搬開,3
521,renew,v.,使(合約或文件等)繼續有效；使恢復,3
522,rent,v.,租用；出租,3
523,repair,v.,修理；整修,3
524,replace,v.,更換；取代,3
525,replacement,n.,替換；用來替換的人或物,3
526,represent,v.,象徵；表示,3
527,representative,n.,代表,3
528,republic,n.,共和國；共和政體,3
529,request,v.,要求；懇求,3
530,reserve,v.,保留；預訂,3
531,resist,v.,抵抗；抗拒,3
532,resource,n.,資源；機智,3
533,respond,v.,回答；回應,3
534,response,n.,答覆；回應,3
535,responsibility,n.,責任；職責,3
536,restrict,v.,限制；約束,3
537,reveal,v.,使顯露；洩露,3
538,riddle,n.,謎語；難解的事物,3
539,ripe,adj.,成熟的,3
540,risk,n.,危險；風險,3
541,roar,v.,喊叫；大聲吼叫,3
542,rob,v.,搶奪；非法剝奪,3
543,robber,n.,搶劫者；強盜,3
544,robbery,n.,搶劫案；搶劫,3
545,rocket,n.,火箭；飛彈,3
546,romantic,adj.,浪漫的；幻想的,3
547,rough,adj.,粗糙的,3
548,routine,n.,慣例；例行公事,3
549,rumor,n.,傳聞；謠言,3
550,satisfactory,adj.,令人滿意的,3
551,scale,n.,比率；規模,3
552,scarce,adj.,缺乏的；珍貴的,3
553,scary,adj.,可怕的；駭人的,3
554,scatter,v.,使…散佈；驅散,3
555,schedule,n.,行程表,3
556,scholar,n.,學者,3
557,scholarship,n.,獎學金；學問,3
558,scientific,adj.,科學的；符合科學規律的,3
559,scream,v.,尖叫；呼嘯而過,3
560,seal,n.,海豹；官印,3
561,secondary,adj.,次要的；中等的,3
562,security,n.,安全；防衛,3
563,seek,v.,搜索；尋求,3
564,seize,v.,抓住；把握,3
565,sensible,adj.,明顯的；明智的,3
566,sensitive,adj.,敏感的；易怒的,3
567,sexual,adj.,性的；性別的,3
568,shade,n.,陰暗；陰涼處,3
569,shadow,n.,影子；陰影,3
570,shame,n.,恥辱；憾事,3
571,shave,v.,修剪；剃去,3
572,shortly,adv.,不久；簡單地,3
573,shrink,v.,縮水；縮小,3
574,sigh,v.,嘆氣；嘯颯聲,3
575,signal,n.,標誌；信號,3
576,significant,adj.,重要的,3
577,similarity,n.,類似；相似點,3
578,sin,n.,罪惡；過錯,3
579,sincere,adj.,真誠的；誠實的,3
580,situation,n.,情況；立場,3
581,skate,n.,溜冰鞋,3
582,skip,v.,蹦蹦跳跳地走；略過,3
583,skyscraper,n.,摩天大樓,3
584,slice,n.,切片；一部分,3
585,slippery,adj.,滑的；狡滑的,3
586,slope,v.,傾斜,3
587,smooth,adj.,平滑的；平靜的,3
588,snap,v.,使…啪地一聲斷掉；發出啪地一聲,3
589,solid,adj.,固體的；純質的,3
590,sorrow,n.,悲痛；不幸的事,3
591,specific,adj.,特定的；明確的,3
592,specifically,adv.,明確地；清楚地,3
593,spice,n.,香料；趣味,3
594,spill,v.,使溢出；洩漏,3
595,spin,v.,旋轉；紡織,3
596,spite,n.,惡意；不管(inspiteof),3
597,spoil,v.,寵壞；破壞,3
598,spray,n.,噴霧狀物；噴灑液,3
599,sprinkle,v.,灑；充滿(besprinkledwith),3
600,squeeze,v.,擠壓；擠進,3
601,stable,adj.,穩定的；可靠的,3
602,stadium,n.,體育場；球場,3
603,staff,n.,職員；棍棒,3
604,stare,v.,注視；凝視(at),3
605,starve,v.,餓死；使挨餓,3
606,statue,n.,雕像；塑像,3
607,steady,adj.,穩固的；可靠的,3
608,steadily,adv.,不間斷地；穩定地,3
609,sticky,adj.,黏的；棘手的,3
610,stiff,adj.,(手足等)僵直的；嚴厲的,3
611,stir,v.,攪拌；激發,3
612,stormy,adj.,暴風雨的；激烈的,3
613,strategy,n.,計謀；策略,3
614,strength,n.,力量,3
615,strip,v.,脫去；剝奪,3
616,structure,n.,構造；結構,3
617,stubborn,adj.,頑固的；頑強的,3
618,stuff,n.,東西,3
619,style,n.,樣式；風格,3
620,substance,n.,物質；主要內容,3
621,suburb,n.,郊外；近郊(pl.),3
622,suffer,v.,蒙受；遭受,3
623,sufficient,adj.,足夠的；充足的,3
624,sufficiently,adv.,充分地；充足地,3
625,suggest,v.,建議；暗示,3
626,suicide,n.,自殺,3
627,suitable,adj.,適當的；適合的,3
628,sum,n.,金額；款項,3
629,summary,n.,概要；摘要,3
630,superior,adj.,上級的；優秀的,3
631,suppose,v.,猜想；認為,3
632,surround,v.,圍繞；包圍,3
633,survey,n.,調查；概論,3
634,survival,n.,生還；存活,3
635,suspect,v.,懷疑,3
636,suspicion,n.,嫌疑；懷疑,3
637,swear,v.,發誓；宣誓,3
638,sweat,v.,流汗；辛苦工作,3
639,swell,v.,膨脹；變大,3
640,switch,v.,關掉；轉變,3
641,system,n.,組織；體系,3
642,tap,v.,輕敲；輕拍,3
643,tax,v.,對…課稅；對…造成麻煩,3
644,tease,v.,逗弄；拿…開玩笑,3
645,technical,adj.,技術的,3
646,technique,n.,技術；技巧,3
647,technology,n.,科技,3
648,temper,n.,壞脾氣,3
649,temperature,n.,氣溫；溫度,3
650,temporary,adj.,暫時的,3
651,temporarily,adv.,暫時地,3
652,tend,v.,有…傾向；易於,3
653,territory,n.,領土；地域,3
654,text,n.,講稿；本文,3
655,theory,n.,理論；學理,3
656,threat,n.,威脅；恐嚇,3
657,threaten,v.,威脅；即將來臨,3
658,tidy,adj.,整齊的；整潔的,3
659,tight,adj.,緊的；緊湊的,3
660,tissue,n.,紙巾；一連串,3
661,tobacco,n.,菸草,3
662,toss,v.,扔；拋,3
663,tourism,n.,旅遊業；觀光業,3
664,tourist,n.,遊客,3
665,trace,v.,追蹤；追溯,3
666,trail,n.,痕跡；小路,3
667,transport,n.,運輸系統；交通工具,3
668,trash,n.,垃圾；廢物,3
669,traveler,n.,旅行者；旅客,3
670,tremble,v.,發抖；搖動,3
671,trend,n.,趨勢；動向,3
672,tricky,adj.,困難的；棘手的,3
673,tropical,adj.,熱帶的,3
674,tune,n.,歌曲；曲調,3
675,twin,n.,雙胞胎,3
676,twist,v.,扭曲；曲解,3
677,typical,adj.,典型的,3
678,union,n.,結合；聯合,3
679,unite,v.,結合；使…合併,3
680,universe,n.,宇宙；領域,3
681,unless,conj.,除非,3
682,vacant,n.,空著的,3
683,valuable,adj.,珍貴的；寶貴的,3
684,vanish,v.,消失；絕跡,3
685,variety,n.,多樣性；綜藝表演,3
686,various,adj.,各種不同的；各式各樣的,3
687,vary,v.,變換；改變,3
688,vehicle,n.,車輛；工具,3
689,verse,n.,詩；韻文,3
690,victim,n.,受害者,3
691,violence,n.,暴力,3
692,violent,adj.,強烈的；暴力的,3
693,visible,adj.,明顯的；看得見的,3
694,vision,n.,視力；遠見,3
695,vivid,adj.,色彩鮮明的；逼真的,3
696,volume,n.,冊；音量,3
697,wage,n.,工資；工錢,3
698,wagon,n.,馬車,3
699,wander,v.,徘徊；閒晃,3
700,warmth,n.,溫暖,3
701,warn,v.,告誡；警告,3
702,warning,n.,警告；告誡,3
703,wealth,n.,財富；財產,3
704,weep,v.,哭泣,3
705,wipe,n.,擦拭；濕紙巾,3
706,wisdom,n.,聰明；智慧,3
707,wrap,v.,包裹,3
708,yawn,n.,打呵欠；乏味的人或事物,3
709,yell,n.,大聲喊叫,3
710,youngster,n.,年輕人,3
